qtr_yr,TICKER,qdate,dpr,roe,roa,GProf,npm,fcf_ocf,cash_debt,cash_lt,ocf_lct,totdebt_invcap,de_ratio,debt_ebitda,intcov_ratio,curr_ratio,cash_ratio,quick_ratio,DIVAMT,change_div,Industry
Q2 2014,BAC,2014-06-30,0.355,0.036,0.021,0.04,0.08,0.982,0.05,0.191,0.0,1.074,8.151,11.528,0.0,0.0,0.0,0.0,0.01,-1,Financials
Q3 2014,BAC,2014-09-30,0.666,0.024,0.021,0.04,0.053,0.978,0.05,0.192,0.0,1.062,8.082,11.497,0.0,0.0,0.0,0.0,0.05,0,Financials
Q4 2014,BAC,2014-12-31,0.333,0.022,0.02,0.039,0.051,0.957,0.014,0.182,0.0,1.043,7.644,11.378,0.0,0.0,0.0,0.0,0.05,0,Financials
Q1 2015,BAC,2015-03-31,0.569,0.037,0.019,0.038,0.088,0.957,0.014,0.194,0.0,1.023,7.805,12.132,0.0,0.0,0.0,0.0,0.05,0,Financials
Q2 2015,BAC,2015-06-30,0.488,0.048,0.019,0.038,0.116,0.957,0.014,0.192,0.0,1.01,7.656,12.022,0.0,0.0,0.0,0.0,0.05,0,Financials
Q3 2015,BAC,2015-09-30,0.356,0.069,0.019,0.037,0.169,0.948,0.014,0.195,0.0,0.993,7.54,11.87,0.0,0.0,0.0,0.0,0.05,0,Financials
Q4 2015,BAC,2015-12-31,0.145,0.069,0.019,0.037,0.171,0.9895853658536584,0.015,0.19,0.0,0.977,7.37,10.885,0.0,0.0,0.0,0.0,0.05,0,Financials
Q1 2016,BAC,2016-03-31,0.359,0.07,0.019,0.037,0.174,0.9895853658536584,0.015,0.2,0.0,0.962,7.409,11.266,0.0,0.0,0.0,0.0,0.05,0,Financials
Q2 2016,BAC,2016-06-30,0.361,0.069,0.019,0.036,0.174,0.9895853658536584,0.015,0.202,0.0,0.932,7.32,10.977,0.0,0.0,0.0,0.0,0.05,-1,Financials
Q3 2016,BAC,2016-09-30,0.373,0.07,0.019,0.037,0.176,0.9895853658536584,0.015,0.2,0.0,0.91,7.249,10.522,0.0,0.0,0.0,0.0,0.075,0,Financials
Q4 2016,BAC,2016-12-31,0.159,0.075,0.02,0.037,0.191,1.0,0.01,0.185,0.0,0.935,7.199,9.639,0.0,0.0,0.0,0.0,0.075,0,Financials
Q1 2017,BAC,2017-03-31,0.344,0.082,0.02,0.037,0.208,1.0,0.01,0.195,0.0,0.902,7.224,9.697,0.0,0.0,0.0,0.0,0.075,0,Financials
Q2 2017,BAC,2017-06-30,0.352,0.083,0.021,0.037,0.208,1.0,0.01,0.193,0.0,0.912,7.257,9.627,0.0,0.0,0.0,0.0,0.075,-1,Financials
Q3 2017,BAC,2017-09-30,0.37,0.084,0.021,0.037,0.21,1.0,0.01,0.194,0.0,0.92,7.321,9.711,0.0,0.0,0.0,0.0,0.12,0,Financials
Q4 2017,BAC,2017-12-31,0.242,0.075,0.021,0.037,0.182,1.0,0.005,0.189,0.0,0.966,7.539,9.343,0.0,0.0,0.0,0.0,0.12,0,Financials
Q1 2018,BAC,2018-03-31,0.419,0.081,0.021,0.037,0.193,1.0,0.005,0.201,0.0,0.921,7.496,9.516,0.0,0.0,0.0,0.0,0.12,0,Financials
Q2 2018,BAC,2018-06-30,0.402,0.088,0.021,0.037,0.205,1.0,0.005,0.202,0.0,0.917,7.584,9.243,0.0,0.0,0.0,0.0,0.12,-1,Financials
Q3 2018,BAC,2018-09-30,0.378,0.095,0.021,0.038,0.216,1.0,0.005,0.206,0.0,0.911,7.719,8.987,0.0,0.0,0.0,0.0,0.15,0,Financials
Q4 2018,BAC,2018-12-31,0.203,0.115,0.022,0.038,0.253,1.0,0.019,0.213,0.0,0.956,7.874,8.552,0.0,0.0,0.0,0.0,0.15,0,Financials
Q1 2019,BAC,2019-03-31,0.318,0.118,0.022,0.038,0.254,1.0,0.019,0.21,0.0,0.902,7.843,8.779,0.0,0.0,0.0,0.0,0.15,0,Financials
Q2 2019,BAC,2019-06-30,0.312,0.12,0.021,0.037,0.256,1.0,0.019,0.21,0.0,0.901,7.881,8.959,0.0,0.0,0.0,0.0,0.15,-1,Financials
Q3 2019,BAC,2019-09-30,0.276,0.114,0.021,0.037,0.242,1.0,0.019,0.207,0.0,0.916,7.911,9.238,0.0,0.0,0.0,0.0,0.18,0,Financials
Q4 2019,BAC,2019-12-31,0.236,0.113,0.021,0.036,0.241,1.0,0.028,0.204,0.0,0.896,8.192,8.969,0.0,0.0,0.0,0.0,0.18,0,Financials
Q1 2020,BAC,2020-03-31,0.333,0.099,0.019,0.034,0.216,1.0,0.028,0.213,0.0,0.903,8.234,10.376,0.0,0.0,0.0,0.0,0.18,0,Financials
Q2 2020,BAC,2020-06-30,0.408,0.083,0.016,0.031,0.191,1.0,0.028,0.239,0.0,0.894,8.609,11.726,0.0,0.0,0.0,0.0,0.18,0,Financials
Q3 2020,BAC,2020-09-30,0.508,0.08,0.014,0.029,0.195,1.0,0.028,0.252,0.0,0.883,8.899,12.828,0.0,0.0,0.0,0.0,0.18,0,Financials
Q4 2020,BAC,2020-12-31,0.382,0.073,0.013,0.026,0.191,1.0,0.015,0.271,0.0,0.88,9.331,13.484,0.0,0.0,0.0,0.0,0.18,0,Financials
Q1 2021,BAC,2021-03-31,0.449,0.09,0.014,0.029,0.241,1.0,0.015,0.261,0.0,0.885,9.421,11.96,0.0,0.0,0.0,0.0,0.18,0,Financials
Q2 2021,BAC,2021-06-30,0.352,0.112,0.016,0.03,0.308,1.0,0.015,0.234,0.0,0.899,9.576,10.842,0.0,0.0,0.0,0.0,0.18,-1,Financials
Q3 2021,BAC,2021-09-30,0.323,0.122,0.017,0.031,0.331,1.0,0.015,0.219,0.0,0.907,9.857,10.178,0.0,0.0,0.0,0.0,0.21,0,Financials
Q4 2021,BAC,2021-12-31,0.215,0.13,0.017,0.03,0.341,0.9895853658536584,-0.002,0.209,0.0,0.923,10.736,10.055,0.0,0.0,0.0,0.0,0.21,0,Financials
Q1 2022,BAC,2022-03-31,0.323,0.124,0.016,0.029,0.328,0.9895853658536584,-0.002,0.199,0.0,0.93,10.529,10.523,0.0,0.0,0.0,0.0,0.21,0,Financials
Q2 2022,BAC,2022-06-30,0.368,0.113,0.015,0.029,0.289,1.0,-0.002,0.192,0.0,0.932,10.69,10.768,0.0,0.0,0.0,0.0,0.21,-1,Financials
Q3 2022,BAC,2022-09-30,0.385,0.113,0.015,0.029,0.265,1.0,-0.002,0.187,0.0,0.937,10.71,10.757,0.0,0.0,0.0,0.0,0.22,0,Financials
Q1 2010,PNC,2010-03-31,0.736,0.126,0.021,0.042,0.142,1.0,0.024,0.043,0.0,0.614,8.526,7.085,0.0,0.0,0.0,0.0,0.1,0,Financials
Q2 2010,PNC,2010-06-30,0.452,0.142,0.024,0.044,0.179,1.0,0.024,0.038,0.0,0.604,8.273,6.354,0.0,0.0,0.0,0.0,0.1,0,Financials
Q3 2010,PNC,2010-09-30,0.334,0.139,0.025,0.045,0.196,1.0,0.024,0.036,0.0,0.6,8.087,5.997,0.0,0.0,0.0,0.0,0.1,0,Financials
Q4 2010,PNC,2010-12-31,0.078,0.118,0.027,0.047,0.179,1.0,0.021,0.037,0.0,0.579,7.653,5.477,0.0,0.0,0.0,0.0,0.1,0,Financials
Q1 2011,PNC,2011-03-31,0.105,0.114,0.028,0.049,0.193,1.0,0.021,0.036,0.0,0.576,7.641,5.244,0.0,0.0,0.0,0.0,0.1,-1,Financials
Q2 2011,PNC,2011-06-30,0.14,0.114,0.029,0.049,0.205,1.0,0.021,0.036,0.0,0.56,7.382,4.918,0.0,0.0,0.0,0.0,0.35,0,Financials
Q3 2011,PNC,2011-09-30,0.176,0.112,0.03,0.05,0.211,1.0,0.021,0.038,0.0,0.54,7.178,4.654,0.0,0.0,0.0,0.0,0.35,0,Financials
Q4 2011,PNC,2011-12-31,0.202,0.097,0.029,0.049,0.193,1.0,0.026,0.032,0.0,0.517,6.87,4.7,0.0,0.0,0.0,0.0,0.35,0,Financials
Q1 2012,PNC,2012-03-31,0.315,0.095,0.03,0.049,0.191,1.0,0.026,0.036,0.0,0.529,7.024,4.661,0.0,0.0,0.0,0.0,0.35,-1,Financials
Q2 2012,PNC,2012-06-30,0.371,0.082,0.029,0.048,0.169,1.0,0.026,0.034,0.0,0.534,7.007,5.017,0.0,0.0,0.0,0.0,0.4,0,Financials
Q3 2012,PNC,2012-09-30,0.419,0.084,0.029,0.048,0.171,1.0,0.026,0.033,0.0,0.54,6.976,5.085,0.0,0.0,0.0,0.0,0.4,0,Financials
Q4 2012,PNC,2012-12-31,0.291,0.087,0.029,0.048,0.181,1.0,0.026,0.041,0.0,0.577,6.752,4.901,0.0,0.0,0.0,0.0,0.4,0,Financials
Q1 2013,PNC,2013-03-31,0.426,0.093,0.028,0.049,0.192,1.0,0.026,0.034,0.0,0.55,6.741,4.903,0.0,0.0,0.0,0.0,0.4,-1,Financials
Q2 2013,PNC,2013-06-30,0.383,0.107,0.029,0.05,0.22,1.0,0.026,0.034,0.0,0.554,6.62,4.543,0.0,0.0,0.0,0.0,0.44,0,Financials
Q3 2013,PNC,2013-09-30,0.385,0.108,0.029,0.05,0.228,1.0,0.026,0.039,0.0,0.559,6.561,4.508,0.0,0.0,0.0,0.0,0.44,0,Financials
Q4 2013,PNC,2013-12-31,0.23,0.111,0.029,0.048,0.25,1.0,0.02,0.066,0.0,0.57,6.513,5.106,0.0,0.0,0.0,0.0,0.44,0,Financials
Q1 2014,PNC,2014-03-31,0.355,0.115,0.029,0.049,0.255,1.0,0.02,0.057,0.0,0.561,6.479,4.776,0.0,0.0,0.0,0.0,0.44,-1,Financials
Q2 2014,PNC,2014-06-30,0.363,0.111,0.028,0.047,0.255,1.0,0.02,0.069,0.0,0.562,6.441,5.122,0.0,0.0,0.0,0.0,0.48,0,Financials
Q3 2014,PNC,2014-09-30,0.368,0.108,0.028,0.046,0.257,1.0,0.02,0.084,0.0,0.569,6.447,5.477,0.0,0.0,0.0,0.0,0.48,0,Financials
Q4 2014,PNC,2014-12-31,0.254,0.101,0.026,0.043,0.258,1.0,0.019,0.127,0.0,0.602,6.711,6.521,0.0,0.0,0.0,0.0,0.48,0,Financials
Q1 2015,PNC,2015-03-31,0.383,0.103,0.026,0.044,0.255,1.0,0.019,0.111,0.0,0.585,6.581,6.248,0.0,0.0,0.0,0.0,0.48,-1,Financials
Q2 2015,PNC,2015-06-30,0.386,0.101,0.025,0.044,0.253,1.0,0.019,0.123,0.0,0.59,6.72,6.502,0.0,0.0,0.0,0.0,0.51,0,Financials
Q3 2015,PNC,2015-09-30,0.381,0.101,0.024,0.042,0.254,1.0,0.019,0.126,0.0,0.586,6.855,6.738,0.0,0.0,0.0,0.0,0.51,0,Financials
Q4 2015,PNC,2015-12-31,0.269,0.096,0.024,0.042,0.252,1.0,0.018,0.115,0.0,0.552,6.99,6.514,0.0,0.0,0.0,0.0,0.51,0,Financials
Q1 2016,PNC,2016-03-31,0.39,0.098,0.023,0.041,0.248,1.0,0.018,0.12,0.0,0.565,6.977,6.816,0.0,0.0,0.0,0.0,0.51,0,Financials
Q2 2016,PNC,2016-06-30,0.393,0.096,0.022,0.041,0.243,1.0,0.018,0.113,0.0,0.555,6.974,6.866,0.0,0.0,0.0,0.0,0.51,-1,Financials
Q3 2016,PNC,2016-09-30,0.404,0.093,0.022,0.041,0.238,1.0,0.018,0.107,0.0,0.546,6.981,6.701,0.0,0.0,0.0,0.0,0.55,0,Financials
Q4 2016,PNC,2016-12-31,0.29,0.089,0.022,0.04,0.238,1.0,0.011,0.096,0.0,0.677,6.992,6.545,0.0,0.0,0.0,0.0,0.55,0,Financials
Q1 2017,PNC,2017-03-31,0.401,0.096,0.023,0.041,0.242,1.0,0.011,0.1,0.0,0.609,7.015,6.516,0.0,0.0,0.0,0.0,0.55,0,Financials
Q2 2017,PNC,2017-06-30,0.4,0.099,0.023,0.041,0.244,1.0,0.011,0.095,0.0,0.654,7.057,6.403,0.0,0.0,0.0,0.0,0.55,-1,Financials
Q3 2017,PNC,2017-09-30,0.41,0.102,0.023,0.042,0.245,1.0,0.011,0.093,0.0,0.712,7.064,6.426,0.0,0.0,0.0,0.0,0.75,0,Financials
Q4 2017,PNC,2017-12-31,0.251,0.119,0.023,0.042,0.296,1.0,0.017,0.102,0.0,0.731,7.012,6.768,0.0,0.0,0.0,0.0,0.75,0,Financials
Q1 2018,PNC,2018-03-31,0.349,0.13,0.023,0.043,0.298,1.0,0.017,0.094,0.0,0.725,7.061,6.569,0.0,0.0,0.0,0.0,0.75,0,Financials
Q2 2018,PNC,2018-06-30,0.348,0.135,0.024,0.043,0.304,1.0,0.017,0.094,0.0,0.732,7.071,6.5,0.0,0.0,0.0,0.0,0.75,-1,Financials
Q3 2018,PNC,2018-09-30,0.346,0.141,0.024,0.044,0.31,1.0,0.017,0.09,0.0,0.731,7.069,6.404,0.0,0.0,0.0,0.0,0.95,0,Financials
Q4 2018,PNC,2018-12-31,0.318,0.116,0.024,0.044,0.265,1.0,0.023,0.049,0.0,0.73,7.009,6.153,0.0,0.0,0.0,0.0,0.95,0,Financials
Q1 2019,PNC,2019-03-31,0.441,0.119,0.024,0.043,0.253,1.0,0.023,0.066,0.0,0.74,7.073,6.479,0.0,0.0,0.0,0.0,0.95,0,Financials
Q2 2019,PNC,2019-06-30,0.474,0.114,0.023,0.042,0.242,1.0,0.023,0.063,0.0,0.764,7.101,6.992,0.0,0.0,0.0,0.0,0.95,-1,Financials
Q3 2019,PNC,2019-09-30,0.513,0.108,0.022,0.041,0.23,1.0,0.023,0.061,0.0,0.77,7.151,7.343,0.0,0.0,0.0,0.0,1.15,0,Financials
Q4 2019,PNC,2019-12-31,0.371,0.115,0.024,0.042,0.248,1.0,0.02,0.079,0.0,0.721,7.319,6.671,0.0,0.0,0.0,0.0,1.15,0,Financials
Q1 2020,PNC,2020-03-31,0.615,0.093,0.02,0.037,0.204,1.0,0.02,0.071,0.0,0.789,7.464,8.491,0.0,0.0,0.0,0.0,1.15,0,Financials
Q2 2020,PNC,2020-06-30,1.221,0.051,0.013,0.031,0.116,1.0,0.02,0.09,0.0,0.714,7.578,11.111,0.0,0.0,0.0,0.0,1.15,0,Financials
Q3 2020,PNC,2020-09-30,1.034,0.057,0.013,0.03,0.139,1.0,0.02,0.121,0.0,0.647,7.675,9.861,0.0,0.0,0.0,0.0,1.15,0,Financials
Q4 2020,PNC,2020-12-31,0.729,0.06,0.014,0.029,0.162,1.0,0.011,0.223,0.0,0.453,7.64,6.493,0.0,0.0,0.0,0.0,1.15,0,Financials
Q1 2021,PNC,2021-03-31,0.641,0.083,0.016,0.032,0.229,1.0,0.011,0.194,0.0,0.471,7.697,5.546,0.0,0.0,0.0,0.0,1.15,0,Financials
Q2 2021,PNC,2021-06-30,0.428,0.118,0.021,0.036,0.326,1.0,0.011,0.198,0.0,0.437,8.07,3.835,0.0,0.0,0.0,0.0,1.15,-1,Financials
Q3 2021,PNC,2021-09-30,0.437,0.116,0.021,0.037,0.309,1.0,0.011,0.192,0.0,0.412,8.366,3.437,0.0,0.0,0.0,0.0,1.25,0,Financials
Q4 2021,PNC,2021-12-31,0.38,0.111,0.021,0.036,0.287,1.0,0.014,0.164,0.0,0.386,9.004,3.124,0.0,0.0,0.0,0.0,1.25,0,Financials
Q1 2022,PNC,2022-03-31,0.507,0.104,0.019,0.037,0.26,1.0,0.014,0.153,0.0,0.387,9.224,3.077,0.0,0.0,0.0,0.0,1.25,-1,Financials
Q2 2022,PNC,2022-06-30,0.506,0.115,0.02,0.038,0.272,1.0,0.014,0.131,0.0,0.411,9.502,2.958,0.0,0.0,0.0,0.0,1.5,0,Financials
Q3 2022,PNC,2022-09-30,0.511,0.124,0.02,0.038,0.268,1.0,0.014,0.111,0.0,0.51,10.036,3.413,0.0,0.0,0.0,0.0,1.5,0,Financials
Q1 2010,LOW,2010-01-31,0.295,0.093,0.144,0.499,0.038,0.556,0.291,0.076,0.551,0.215,0.731,1.075,9.373,1.323,0.144,0.202,0.09,0,Consumer Discretionary
Q2 2010,LOW,2010-04-30,0.222,0.092,0.14,0.478,0.038,0.66,0.291,0.121,0.492,0.222,0.813,1.121,9.464,1.217,0.209,0.256,0.09,-1,Consumer Discretionary
Q3 2010,LOW,2010-07-31,0.212,0.095,0.14,0.482,0.039,0.555,0.291,0.129,0.354,0.225,0.818,1.119,9.643,1.279,0.229,0.279,0.11,0,Consumer Discretionary
Q4 2010,LOW,2010-10-31,0.218,0.098,0.143,0.487,0.04,0.603,0.291,0.129,0.411,0.229,0.829,1.117,9.927,1.322,0.238,0.289,0.11,0,Consumer Discretionary
Q1 2011,LOW,2011-01-31,0.295,0.105,0.154,0.509,0.041,0.655,0.247,0.072,0.541,0.267,0.861,1.277,9.944,1.4,0.158,0.231,0.11,0,Consumer Discretionary
Q2 2011,LOW,2011-04-30,0.3,0.103,0.145,0.494,0.041,0.616,0.247,0.103,0.428,0.248,0.881,1.196,9.67,1.324,0.203,0.26,0.11,-1,Consumer Discretionary
Q3 2011,LOW,2011-07-31,0.308,0.105,0.146,0.496,0.041,0.657,0.247,0.084,0.517,0.263,0.937,1.255,9.565,1.269,0.166,0.221,0.14,0,Consumer Discretionary
Q4 2011,LOW,2011-10-31,0.348,0.099,0.137,0.497,0.037,0.596,0.247,0.071,0.449,0.278,0.988,1.397,8.55,1.22,0.139,0.193,0.14,0,Consumer Discretionary
Q1 2012,LOW,2012-01-31,0.368,0.103,0.141,0.517,0.037,0.579,0.255,0.076,0.551,0.324,1.03,1.603,8.338,1.276,0.165,0.218,0.14,0,Consumer Discretionary
Q2 2012,LOW,2012-04-30,0.355,0.11,0.142,0.508,0.037,0.578,0.255,0.087,0.479,0.324,1.123,1.561,8.379,1.206,0.175,0.227,0.14,-1,Consumer Discretionary
Q3 2012,LOW,2012-07-31,0.383,0.109,0.137,0.499,0.036,0.566,0.255,0.102,0.416,0.354,1.204,1.758,7.99,1.234,0.21,0.267,0.16,0,Consumer Discretionary
Q4 2012,LOW,2012-10-31,0.354,0.122,0.145,0.501,0.039,0.619,0.255,0.103,0.434,0.378,1.299,1.768,8.33,1.263,0.223,0.282,0.16,0,Consumer Discretionary
Q1 2013,LOW,2013-01-31,0.364,0.125,0.154,0.53,0.039,0.678,0.2,0.035,0.488,0.397,1.357,1.786,8.165,1.269,0.086,0.154,0.16,0,Consumer Discretionary
Q2 2013,LOW,2013-04-30,0.362,0.131,0.147,0.508,0.039,0.674,0.2,0.068,0.367,0.399,1.429,1.806,8.063,1.236,0.153,0.214,0.16,-1,Consumer Discretionary
Q3 2013,LOW,2013-07-31,0.333,0.149,0.159,0.531,0.042,0.777,0.2,0.055,0.479,0.401,1.477,1.674,8.56,1.206,0.123,0.182,0.18,0,Consumer Discretionary
Q4 2013,LOW,2013-10-31,0.321,0.162,0.166,0.54,0.043,0.788,0.2,0.053,0.446,0.415,1.554,1.67,8.733,1.195,0.118,0.176,0.18,0,Consumer Discretionary
Q1 2014,LOW,2014-01-31,0.326,0.173,0.172,0.564,0.043,0.771,0.197,0.028,0.463,0.48,1.761,1.875,8.572,1.16,0.065,0.132,0.18,0,Consumer Discretionary
Q2 2014,LOW,2014-04-30,0.315,0.181,0.169,0.556,0.044,0.772,0.197,0.045,0.428,0.451,1.741,1.743,8.571,1.159,0.1,0.161,0.18,-1,Consumer Discretionary
Q3 2014,LOW,2014-07-31,0.306,0.196,0.176,0.567,0.045,0.797,0.197,0.042,0.478,0.467,1.841,1.725,8.717,1.143,0.094,0.157,0.23,0,Consumer Discretionary
Q4 2014,LOW,2014-10-31,0.31,0.212,0.182,0.574,0.046,0.814,0.197,0.048,0.487,0.488,1.961,1.728,8.915,1.122,0.105,0.166,0.23,0,Consumer Discretionary
Q1 2015,LOW,2015-01-31,0.32,0.243,0.194,0.615,0.048,0.821,0.225,0.027,0.527,0.547,2.193,1.811,9.145,1.078,0.063,0.125,0.23,0,Consumer Discretionary
Q2 2015,LOW,2015-04-30,0.314,0.249,0.193,0.594,0.048,0.83,0.225,0.055,0.502,0.53,2.221,1.717,9.285,1.068,0.116,0.173,0.23,-1,Consumer Discretionary
Q3 2015,LOW,2015-07-31,0.317,0.271,0.198,0.603,0.049,0.794,0.225,0.053,0.457,0.56,2.423,1.724,9.428,1.024,0.11,0.163,0.28,0,Consumer Discretionary
Q4 2015,LOW,2015-10-31,0.311,0.305,0.205,0.613,0.051,0.763,0.225,0.048,0.411,0.587,2.633,1.709,9.713,1.0,0.099,0.149,0.28,0,Consumer Discretionary
Q1 2016,LOW,2016-01-31,0.391,0.287,0.221,0.658,0.043,0.75,0.203,0.03,0.456,0.659,3.085,1.811,9.841,1.007,0.068,0.105,0.28,0,Consumer Discretionary
Q2 2016,LOW,2016-04-30,0.361,0.322,0.222,0.62,0.046,0.788,0.203,0.077,0.452,0.653,3.223,1.773,10.043,1.038,0.162,0.207,0.28,-1,Consumer Discretionary
Q3 2016,LOW,2016-07-31,0.367,0.35,0.22,0.612,0.046,0.787,0.203,0.083,0.42,0.686,3.591,1.905,9.573,1.056,0.18,0.225,0.35,0,Consumer Discretionary
Q4 2016,LOW,2016-10-31,0.442,0.324,0.215,0.616,0.039,0.787,0.203,0.078,0.437,0.708,3.936,1.979,9.281,1.053,0.172,0.218,0.35,0,Consumer Discretionary
Q1 2017,LOW,2017-01-31,0.382,0.438,0.237,0.653,0.048,0.792,0.201,0.024,0.469,0.754,4.348,2.021,9.498,1.002,0.055,0.129,0.35,0,Consumer Discretionary
Q2 2017,LOW,2017-04-30,0.421,0.413,0.216,0.637,0.042,0.796,0.201,0.05,0.434,0.74,4.638,2.026,9.372,1.017,0.113,0.172,0.35,-1,Consumer Discretionary
Q3 2017,LOW,2017-07-31,0.402,0.48,0.221,0.647,0.045,0.81,0.201,0.047,0.458,0.746,4.973,1.979,9.841,1.021,0.106,0.169,0.41,0,Consumer Discretionary
Q4 2017,LOW,2017-10-31,0.355,0.59,0.225,0.649,0.052,0.802,0.201,0.044,0.424,0.754,5.259,1.968,10.169,1.024,0.099,0.163,0.41,0,Consumer Discretionary
Q1 2018,LOW,2018-01-31,0.385,0.558,0.23,0.663,0.05,0.778,0.172,0.023,0.419,0.793,5.009,2.124,10.024,1.056,0.057,0.114,0.41,0,Consumer Discretionary
Q2 2018,LOW,2018-04-30,0.347,0.675,0.216,0.636,0.055,0.78,0.172,0.041,0.377,0.766,5.419,2.053,9.896,1.029,0.092,0.153,0.41,-1,Consumer Discretionary
Q3 2018,LOW,2018-07-31,0.347,0.687,0.219,0.642,0.056,0.794,0.172,0.048,0.411,0.769,5.37,2.01,10.075,1.038,0.106,0.168,0.48,0,Consumer Discretionary
Q4 2018,LOW,2018-10-31,0.383,0.637,0.206,0.633,0.052,0.818,0.172,0.056,0.451,0.777,5.465,2.113,9.43,1.033,0.121,0.184,0.48,0,Consumer Discretionary
Q1 2019,LOW,2019-01-31,0.65,0.485,0.178,0.664,0.032,0.81,0.201,0.024,0.427,0.9,8.47,2.612,7.385,0.981,0.05,0.115,0.48,0,Consumer Discretionary
Q2 2019,LOW,2019-04-30,0.634,0.461,0.17,0.604,0.033,0.764,0.201,0.063,0.317,0.846,7.394,2.793,7.256,1.036,0.136,0.199,0.48,-1,Consumer Discretionary
Q3 2019,LOW,2019-07-31,0.613,0.56,0.163,0.585,0.035,0.711,0.201,0.056,0.253,0.895,9.402,3.081,7.015,1.037,0.124,0.187,0.55,0,Consumer Discretionary
Q4 2019,LOW,2019-10-31,0.538,0.79,0.17,0.58,0.041,0.643,0.201,0.047,0.223,0.938,12.206,3.137,7.454,1.045,0.109,0.174,0.55,0,Consumer Discretionary
Q1 2020,LOW,2020-01-31,0.387,1.525,0.209,0.585,0.059,0.656,0.115,0.023,0.284,1.047,19.016,3.075,8.782,1.009,0.058,0.141,0.55,0,Consumer Discretionary
Q2 2020,LOW,2020-04-30,0.363,1.775,0.211,0.579,0.062,0.757,0.115,0.064,0.411,0.996,17.867,2.737,9.474,1.082,0.156,0.23,0.55,0,Consumer Discretionary
Q3 2020,LOW,2020-07-31,0.296,2.606,0.256,0.601,0.071,0.866,0.115,0.124,0.713,0.985,15.838,2.317,11.491,1.153,0.296,0.366,0.55,-1,Consumer Discretionary
Q4 2020,LOW,2020-10-31,0.313,2.044,0.261,0.6,0.063,0.852,0.115,0.17,0.627,0.965,14.511,2.215,11.949,1.234,0.401,0.468,0.6,0,Consumer Discretionary
Q1 2021,LOW,2021-01-31,0.297,3.423,0.286,0.635,0.065,0.838,0.244,0.115,0.59,1.008,31.523,2.123,12.439,1.192,0.277,0.327,0.6,0,Consumer Discretionary
Q2 2021,LOW,2021-04-30,0.254,2.355,0.273,0.622,0.072,0.827,0.244,0.185,0.537,0.968,18.453,1.997,13.525,1.257,0.426,0.48,0.6,-1,Consumer Discretionary
Q3 2021,LOW,2021-07-31,0.249,2.719,0.264,0.63,0.074,0.69,0.244,0.149,0.3,1.017,33.294,2.055,13.417,1.221,0.346,0.405,0.8,0,Consumer Discretionary
Q4 2021,LOW,2021-10-31,0.23,4.138,0.276,0.64,0.086,0.786,0.244,0.129,0.416,1.089,1500.82,2.074,13.845,1.178,0.3,0.362,0.8,0,Consumer Discretionary
Q1 2022,LOW,2022-01-31,0.247,1.0463469387755102,0.308,0.722,0.088,0.817,0.204,0.028,0.514,1.274,-10.269,2.086,13.617,1.02,0.071,0.125,0.8,0,Consumer Discretionary
Q2 2022,LOW,2022-04-30,0.247,18.998,0.287,0.662,0.089,0.798,0.204,0.088,0.409,1.213,-15.368,2.195,13.147,1.138,0.216,0.283,0.8,-1,Consumer Discretionary
Q3 2022,LOW,2022-07-31,0.259,1.0463469387755102,0.29,0.668,0.088,0.816,0.204,0.065,0.446,1.277,-9.774,2.277,12.482,1.127,0.167,0.234,1.05,0,Consumer Discretionary
Q4 2022,LOW,2022-10-31,0.342,1.0463469387755102,0.298,0.681,0.07,0.814,0.204,0.049,0.439,1.383,-6.698,2.377,11.648,1.128,0.13,0.197,1.05,0,Consumer Discretionary
Q1 2010,KEY,2010-03-31,0.3883541666666666,-0.113,-0.005,0.017,-0.158,0.931,0.028,0.045,0.0,0.643,7.867,-31.326,0.0,0.0,0.0,0.0,0.01,0,Financials
Q2 2010,KEY,2010-06-30,0.3883541666666666,-0.069,0.001,0.023,-0.103,0.936,0.028,0.04,0.0,0.635,7.788,159.932,0.0,0.0,0.0,0.0,0.01,0,Financials
Q3 2010,KEY,2010-09-30,0.3883541666666666,0.003,0.009,0.031,0.005,0.928,0.028,0.037,0.0,0.643,7.686,15.935,0.0,0.0,0.0,0.0,0.01,0,Financials
Q4 2010,KEY,2010-12-31,0.087,0.071,0.02,0.042,0.108,0.943,0.034,0.02,0.0,0.673,7.238,7.477,0.0,0.0,0.0,0.0,0.01,0,Financials
Q1 2011,KEY,2011-03-31,0.761,0.111,0.024,0.046,0.173,0.928,0.034,0.034,0.0,0.663,7.694,6.234,0.0,0.0,0.0,0.0,0.01,-1,Financials
Q2 2011,KEY,2011-06-30,0.484,0.125,0.026,0.048,0.209,0.933,0.034,0.043,0.0,0.659,7.801,5.725,0.0,0.0,0.0,0.0,0.03,0,Financials
Q3 2011,KEY,2011-09-30,0.335,0.123,0.027,0.049,0.221,0.941,0.034,0.053,0.0,0.653,7.958,5.554,0.0,0.0,0.0,0.0,0.03,0,Financials
Q4 2011,KEY,2011-12-31,0.11,0.107,0.024,0.047,0.205,0.916,0.024,0.053,0.0,0.691,7.962,5.356,0.0,0.0,0.0,0.0,0.03,0,Financials
Q1 2012,KEY,2012-03-31,0.185,0.094,0.023,0.045,0.193,0.9,0.024,0.061,0.0,0.632,7.939,6.007,0.0,0.0,0.0,0.0,0.03,-1,Financials
