gvkey,permno,adate,qdate,public_date,CAPEI,bm,evm,pe_op_basic,pe_op_dil,pe_exi,pe_inc,ps,pcf,dpr,npm,opmbd,opmad,gpm,ptpm,cfm,roa,roe,roce,efftax,aftret_eq,aftret_invcapx,aftret_equity,pretret_noa,pretret_earnat,GProf,equity_invcap,debt_invcap,totdebt_invcap,capital_ratio,int_debt,int_totdebt,cash_lt,invt_act,rect_act,debt_at,debt_ebitda,short_debt,curr_debt,lt_debt,profit_lct,ocf_lct,cash_debt,fcf_ocf,lt_ppent,dltt_be,debt_assets,debt_capital,de_ratio,intcov,intcov_ratio,cash_ratio,quick_ratio,curr_ratio,cash_conversion,inv_turn,at_turn,rect_turn,pay_turn,sale_invcap,sale_equity,sale_nwc,rd_sale,adv_sale,staff_sale,accrual,ptb,PEG_trailing,divyield,TICKER,cusip
149318,89533,2021-12-31,2022-03-31,2022-07-31,-28.446,,51.496,-11.648,-11.648,-11.079,-11.079,1.813,-83.864,,-0.165,0.111,-0.069,0.336,-0.233,-0.047,0.034,-3.912,-0.023,,-38.275,-0.031,-38.275,-0.026,-0.022,0.106,-0.011,1.064,1.098,1.011,0.051,0.049,0.191,0.023,0.074,0.955,27.168,0.031,0.118,0.876,0.282,-0.055,-0.017,,1.448,113.314,1.056,1.01,-105.9,-0.115,-0.463,1.617,1.809,1.853,6.267,38.832,0.316,18.635,16.109,0.364,,2.978,0,0.067,0,-0.045,,-0.174,,WYNN,98313410
149318,89533,2021-12-31,2022-06-30,2022-08-31,-22.954,,49.086,-11.519,-11.519,-10.593,-10.593,1.767,-44.969,,-0.168,0.109,-0.069,0.337,-0.249,-0.063,0.034,-6.392,-0.023,,5.234,-0.034,5.234,-0.026,-0.022,0.107,-0.028,1.088,1.105,1.026,0.05,0.049,0.177,0.026,0.074,0.978,28.273,0.015,0.101,0.894,0.318,-0.115,-0.017,,1.456,,1.078,1.026,-43.608,-0.105,-0.455,1.749,1.963,2.014,5.58,37.532,0.318,19.623,16.066,0.359,,2.876,0,0.067,0,-0.041,,,,WYNN,98313410
149318,89533,2021-12-31,2022-06-30,2022-09-30,-23.804,,49.086,-11.983,-11.983,-11.019,-11.019,1.833,-46.634,,-0.168,0.109,-0.069,0.337,-0.249,-0.063,0.034,-6.392,-0.023,,5.234,-0.034,5.234,-0.026,-0.022,0.107,-0.028,1.088,1.105,1.026,0.05,0.049,0.177,0.026,0.074,0.978,28.273,0.015,0.101,0.894,0.318,-0.115,-0.017,,1.456,,1.078,1.026,-43.608,-0.105,-0.455,1.749,1.963,2.014,5.58,37.532,0.318,19.623,16.066,0.359,,2.876,0,0.067,0,-0.041,,,,WYNN,98313410
149318,89533,2021-12-31,2022-06-30,2022-10-31,-24.132,,49.086,-12.148,-12.148,-11.171,-11.171,1.858,-47.277,,-0.168,0.109,-0.069,0.337,-0.249,-0.063,0.034,-6.392,-0.023,,5.234,-0.034,5.234,-0.026,-0.022,0.107,-0.028,1.088,1.105,1.026,0.05,0.049,0.177,0.026,0.074,0.978,28.273,0.015,0.101,0.894,0.318,-0.115,-0.017,,1.456,,1.078,1.026,-43.608,-0.105,-0.455,1.749,1.963,2.014,5.58,37.532,0.318,19.623,16.066,0.359,,2.876,0,0.067,0,-0.041,,,,WYNN,98313410
149318,89533,2021-12-31,2022-09-30,2022-11-30,-27.059,,45.027,-16.436,-16.436,-15.101,-15.101,2.491,-59.698,,-0.166,0.118,-0.063,0.35,-0.245,-0.056,0.037,,-0.021,,2.087,-0.03,2.087,-0.023,-0.02,0.11,-0.045,1.114,1.143,1.043,0.051,0.05,0.166,0.027,0.076,1.003,26.87,0.025,0.107,0.888,0.316,-0.112,-0.017,,1.477,,1.1,1.041,-27.609,-0.048,-0.397,1.549,1.748,1.798,5.901,35.375,0.315,19.441,15.766,0.359,,3.351,0,0.067,0,-0.039,,,,WYNN,98313410
149318,89533,2021-12-31,2022-09-30,2022-12-31,-26.687,,45.027,-16.202,-16.202,-14.886,-14.886,2.457,-58.877,,-0.166,0.118,-0.063,0.35,-0.245,-0.056,0.037,,-0.021,,2.087,-0.03,2.087,-0.023,-0.02,0.11,-0.045,1.114,1.143,1.043,0.051,0.05,0.166,0.027,0.076,1.003,26.87,0.025,0.107,0.888,0.316,-0.112,-0.017,,1.477,,1.1,1.041,-27.609,-0.048,-0.397,1.549,1.748,1.798,5.901,35.375,0.315,19.441,15.766,0.359,,3.351,0,0.067,0,-0.039,,,,WYNN,98313410
161844,90505,2008-12-31,2009-09-30,2010-01-31,64.448,0.342,23.303,-18.235,-18.235,-16.848,-16.848,2.341,23.1,,-0.091,0.167,0.03,0.361,-0.102,0.051,0.044,-0.111,0.009,,-0.157,0.002,-0.098,0.009,0.008,0.091,0.26,0.701,0.709,0.7,0.04,0.039,0.237,0.008,0.104,0.623,14.893,0.013,0.124,0.835,0.457,0.278,0.01,-4.461,0.954,2.696,0.737,0.705,2.801,0.07,0.302,1.912,2.195,2.213,24.32,102.162,0.251,11.871,36.488,0.286,0.954,2.263,0,0.011,0,-0.05,2.694,-0.025,,LVS,51783410
161844,90505,2009-12-31,2009-12-31,2010-02-28,169.282,0.619,26.944,-22.781,-22.781,-20.28,-20.28,2.406,17.195,,-0.078,0.177,0.042,0.369,-0.082,0.06,0.043,-0.071,0.012,,-0.104,0.001,-0.061,0.011,0.01,0.082,0.345,0.596,0.606,0.605,0.037,0.036,0.384,0.005,0.082,0.536,13.688,0.016,0.139,0.821,0.438,0.347,0.048,-2.277,0.908,1.778,0.643,0.611,1.866,0.085,0.497,2.759,3.043,3.057,27.62,103.014,0.242,10.793,37.442,0.251,0.66,1.206,0,0.012,0,-0.053,1.799,,,LVS,51783410
161844,90505,2009-12-31,2009-12-31,2010-03-31,215.296,0.619,26.944,-28.973,-28.973,-25.793,-25.793,3.061,21.869,,-0.078,0.177,0.042,0.369,-0.082,0.06,0.043,-0.071,0.012,,-0.104,0.001,-0.061,0.011,0.01,0.082,0.345,0.596,0.606,0.605,0.037,0.036,0.384,0.005,0.082,0.536,13.688,0.016,0.139,0.821,0.438,0.347,0.048,-2.277,0.908,1.778,0.643,0.611,1.866,0.085,0.497,2.759,3.043,3.057,27.62,103.014,0.242,10.793,37.442,0.251,0.66,1.206,0,0.012,0,-0.053,2.288,,,LVS,51783410
161844,90505,2009-12-31,2009-12-31,2010-04-30,253.067,0.619,26.944,-34.055,-34.055,-30.317,-30.317,3.598,25.706,,-0.078,0.177,0.042,0.369,-0.082,0.06,0.043,-0.071,0.012,,-0.104,0.001,-0.061,0.011,0.01,0.082,0.345,0.596,0.606,0.605,0.037,0.036,0.384,0.005,0.082,0.536,13.688,0.016,0.139,0.821,0.438,0.347,0.048,-2.277,0.908,1.778,0.643,0.611,1.866,0.085,0.497,2.759,3.043,3.057,27.62,103.014,0.242,10.793,37.442,0.251,0.66,1.206,0,0.012,0,-0.053,2.689,,,LVS,51783410
161844,90505,2009-12-31,2010-03-31,2010-05-31,197.283,0.401,23.372,-36.123,-36.123,-31.73,-31.73,3.217,19.988,,-0.063,0.192,0.062,0.373,-0.057,0.077,0.051,-0.067,0.019,,-0.108,0.007,-0.059,0.018,0.017,0.094,0.292,0.647,0.658,0.662,0.037,0.036,0.293,0.006,0.094,0.578,11.868,0.017,0.137,0.823,0.516,0.431,0.048,-1.717,0.92,2.211,0.69,0.667,2.378,0.244,0.746,2.14,2.401,2.416,24.063,114.719,0.253,11.759,35.899,0.288,0.872,1.893,0,0.012,0,-0.058,2.768,,,LVS,51783410
161844,90505,2009-12-31,2010-03-31,2010-06-30,186.024,0.401,23.372,-34.062,-34.062,-29.919,-29.919,3.034,18.848,,-0.063,0.192,0.062,0.373,-0.057,0.077,0.051,-0.067,0.019,,-0.108,0.007,-0.059,0.018,0.017,0.094,0.292,0.647,0.658,0.662,0.037,0.036,0.293,0.006,0.094,0.578,11.868,0.017,0.137,0.823,0.516,0.431,0.048,-1.717,0.92,2.211,0.69,0.667,2.378,0.244,0.746,2.14,2.401,2.416,24.063,114.719,0.253,11.759,35.899,0.288,0.872,1.893,0,0.012,0,-0.058,2.61,,,LVS,51783410
161844,90505,2009-12-31,2010-03-31,2010-07-31,225.683,0.401,23.372,-41.323,-41.323,-36.297,-36.297,3.681,22.866,,-0.063,0.192,0.062,0.373,-0.057,0.077,0.051,-0.067,0.019,,-0.108,0.007,-0.059,0.018,0.017,0.094,0.292,0.647,0.658,0.662,0.037,0.036,0.293,0.006,0.094,0.578,11.868,0.017,0.137,0.823,0.516,0.431,0.048,-1.717,0.92,2.211,0.69,0.667,2.378,0.244,0.746,2.14,2.401,2.416,24.063,114.719,0.253,11.759,35.899,0.288,0.872,1.893,0,0.012,0,-0.058,3.167,,,LVS,51783410
161844,90505,2009-12-31,2010-06-30,2010-08-31,265.444,0.387,21.08,-74.553,-74.553,-69.098,-69.098,3.496,19.324,,-0.016,0.212,0.089,0.386,0.008,0.125,0.06,-0.017,0.03,,-0.055,0.023,-0.015,0.028,0.026,0.104,0.308,0.615,0.632,0.64,0.04,0.039,0.312,0.006,0.097,0.551,9.599,0.027,0.151,0.807,0.572,0.487,0.048,-1.269,0.893,1.99,0.664,0.648,2.199,0.799,1.131,2.062,2.327,2.34,23.422,125.61,0.27,11.884,35.784,0.31,0.896,2.009,0,0.012,0,-0.055,3.303,-0.318,,LVS,51783410
161844,90505,2009-12-31,2010-06-30,2010-09-30,326.535,0.387,21.08,-91.711,-91.711,-85,-85,4.3,23.771,,-0.016,0.212,0.089,0.386,0.008,0.125,0.06,-0.017,0.03,,-0.055,0.023,-0.015,0.028,0.026,0.104,0.308,0.615,0.632,0.64,0.04,0.039,0.312,0.006,0.097,0.551,9.599,0.027,0.151,0.807,0.572,0.487,0.048,-1.269,0.893,1.99,0.664,0.648,2.199,0.799,1.131,2.062,2.327,2.34,23.422,125.61,0.27,11.884,35.784,0.31,0.896,2.009,0,0.012,0,-0.055,4.063,-0.391,,LVS,51783410
161844,90505,2009-12-31,2010-06-30,2010-10-31,429.883,0.387,21.08,-120.74,-120.74,-111.9,-111.9,5.661,31.295,,-0.016,0.212,0.089,0.386,0.008,0.125,0.06,-0.017,0.03,,-0.055,0.023,-0.015,0.028,0.026,0.104,0.308,0.615,0.632,0.64,0.04,0.039,0.312,0.006,0.097,0.551,9.599,0.027,0.151,0.807,0.572,0.487,0.048,-1.269,0.893,1.99,0.664,0.648,2.199,0.799,1.131,2.062,2.327,2.34,23.422,125.61,0.27,11.884,35.784,0.31,0.896,2.009,0,0.012,0,-0.055,5.349,-0.515,,LVS,51783410
161844,90505,2009-12-31,2010-09-30,2010-11-30,499.173,0.257,17.491,556.444,685,,,5.601,26.093,0.471,0.034,0.248,0.133,0.411,0.059,0.174,0.077,0.039,0.05,,0.004,0.043,0.035,0.047,0.042,0.124,0.332,0.574,0.597,0.608,0.042,0.04,0.306,0.006,0.113,0.518,6.918,0.038,0.167,0.79,0.711,0.615,0.048,-0.677,0.845,1.723,0.63,0.619,1.962,1.487,1.924,1.835,2.111,2.124,23.32,135.701,0.302,11.968,37.008,0.348,0.939,2.55,0,0.012,0,-0.056,5.791,,,LVS,51783410
161844,90505,2009-12-31,2010-09-30,2010-12-31,458.007,0.257,17.491,510.556,849,,,5.139,23.941,0.471,0.034,0.248,0.133,0.411,0.059,0.174,0.077,0.039,0.05,,0.004,0.043,0.035,0.047,0.042,0.124,0.332,0.574,0.597,0.608,0.042,0.04,0.306,0.006,0.113,0.518,6.918,0.038,0.167,0.79,0.711,0.615,0.048,-0.677,0.845,1.723,0.63,0.619,1.962,1.487,1.924,1.835,2.111,2.124,23.32,135.701,0.302,11.968,37.008,0.348,0.939,2.55,0,0.012,0,-0.056,5.313,,,LVS,51783410
161844,90505,2009-12-31,2010-09-30,2011-01-31,463.39,0.257,17.491,516.556,810,,,5.2,24.223,0.471,0.034,0.248,0.133,0.411,0.059,0.174,0.077,0.039,0.05,,0.004,0.043,0.035,0.047,0.042,0.124,0.332,0.574,0.597,0.608,0.042,0.04,0.306,0.006,0.113,0.518,6.918,0.038,0.167,0.79,0.711,0.615,0.048,-0.677,0.845,1.723,0.63,0.619,1.962,1.487,1.924,1.835,2.111,2.124,23.32,135.701,0.302,11.968,37.008,0.348,0.939,2.55,0,0.012,0,-0.056,5.376,,,LVS,51783410
161844,90505,2010-12-31,2010-12-31,2011-02-28,249.48,0.2,22.032,72.875,88,91.451,91.451,4.66,17.077,0,0.087,0.288,0.18,0.435,0.125,0.228,0.095,0.095,0.073,0.087,0.064,0.066,0.085,0.069,0.062,0.142,0.363,0.526,0.569,0.564,0.041,0.039,0.254,0.008,0.177,0.482,5.144,0.076,0.206,0.743,0.758,0.719,0.148,-0.082,0.793,1.443,0.599,0.586,1.742,2.452,2.992,1.231,1.548,1.561,24.916,130.625,0.329,11.638,39.555,0.385,0.956,4.699,0,0.008,0,-0.061,4.916,,,LVS,51783410
161844,90505,2010-12-31,2010-12-31,2011-03-31,239.604,0.2,22.032,65.969,79.66,82.784,82.784,4.476,16.401,0,0.087,0.288,0.18,0.435,0.125,0.228,0.095,0.095,0.073,0.087,0.064,0.066,0.085,0.069,0.062,0.142,0.363,0.526,0.569,0.564,0.041,0.039,0.254,0.008,0.177,0.482,5.144,0.076,0.206,0.743,0.758,0.719,0.148,-0.082,0.793,1.443,0.599,0.586,1.742,2.452,2.992,1.231,1.548,1.561,24.916,130.625,0.329,11.638,39.555,0.385,0.956,4.699,0,0.008,0,-0.061,4.721,,,LVS,51783410
161844,90505,2010-12-31,2010-12-31,2011-04-30,266.788,0.2,22.032,73.453,88.698,92.176,92.176,4.983,18.261,0,0.087,0.288,0.18,0.435,0.125,0.228,0.095,0.095,0.073,0.087,0.064,0.066,0.085,0.069,0.062,0.142,0.363,0.526,0.569,0.564,0.041,0.039,0.254,0.008,0.177,0.482,5.144,0.076,0.206,0.743,0.758,0.719,0.148,-0.082,0.793,1.443,0.599,0.586,1.742,2.452,2.992,1.231,1.548,1.561,24.916,130.625,0.329,11.638,39.555,0.385,0.956,4.699,0,0.008,0,-0.061,5.257,,,LVS,51783410
161844,90505,2010-12-31,2011-03-31,2011-05-31,280.074,0.226,15.326,41.54,48.871,50.659,50.659,3.969,15.098,0.344,0.114,0.309,0.207,0.453,0.158,0.252,0.115,0.147,0.098,0.087,0.113,0.086,0.132,0.091,0.08,0.167,0.351,0.539,0.579,0.579,0.044,0.041,0.256,0.007,0.166,0.493,4.325,0.069,0.197,0.755,0.953,0.811,0.148,0.093,0.797,1.512,0.607,0.599,1.825,3.078,3.767,1.3,1.608,1.62,25.339,139.044,0.369,11.434,39.718,0.433,1.108,4.974,0,0.008,0,-0.055,4.362,,,LVS,51783410
161844,90505,2010-12-31,2011-03-31,2011-06-30,284.591,0.226,15.326,42.21,49.659,51.476,51.476,4.033,15.341,0.344,0.114,0.309,0.207,0.453,0.158,0.252,0.115,0.147,0.098,0.087,0.113,0.086,0.132,0.091,0.08,0.167,0.351,0.539,0.579,0.579,0.044,0.041,0.256,0.007,0.166,0.493,4.325,0.069,0.197,0.755,0.953,0.811,0.148,0.093,0.797,1.512,0.607,0.599,1.825,3.078,3.767,1.3,1.608,1.62,25.339,139.044,0.369,11.434,39.718,0.433,1.108,4.974,0,0.008,0,-0.055,4.433,,,LVS,51783410
161844,90505,2010-12-31,2011-03-31,2011-07-31,318.1,0.226,15.326,47.18,55.506,57.537,57.537,4.507,17.147,0.344,0.114,0.309,0.207,0.453,0.158,0.252,0.115,0.147,0.098,0.087,0.113,0.086,0.132,0.091,0.08,0.167,0.351,0.539,0.579,0.579,0.044,0.041,0.256,0.007,0.166,0.493,4.325,0.069,0.197,0.755,0.953,0.811,0.148,0.093,0.797,1.512,0.607,0.599,1.825,3.078,3.767,1.3,1.608,1.62,25.339,139.044,0.369,11.434,39.718,0.433,1.108,4.974,0,0.008,0,-0.055,4.955,,,LVS,51783410
161844,90505,2010-12-31,2011-06-30,2011-08-31,228.131,0.24,14.312,30.841,35.55,36.383,36.383,4.057,14.696,0.278,0.148,0.334,0.237,0.47,0.198,0.282,0.135,0.198,0.121,0.087,0.167,0.109,0.18,0.115,0.101,0.187,0.369,0.519,0.565,0.56,0.045,0.042,0.255,0.008,0.191,0.48,3.61,0.082,0.206,0.745,1.094,0.904,0.148,0.301,0.778,1.383,0.591,0.583,1.707,3.939,4.718,1.243,1.579,1.591,28.374,137.449,0.398,10.786,45.037,0.469,1.148,5.535,0,0.008,0,-0.051,4.599,0.313,,LVS,51783410
161844,90505,2010-12-31,2011-06-30,2011-09-30,187.815,0.24,14.312,25.391,29.267,29.953,29.953,3.34,12.099,0.278,0.148,0.334,0.237,0.47,0.198,0.282,0.135,0.198,0.121,0.087,0.167,0.109,0.18,0.115,0.101,0.187,0.369,0.519,0.565,0.56,0.045,0.042,0.255,0.008,0.191,0.48,3.61,0.082,0.206,0.745,1.094,0.904,0.148,0.301,0.778,1.383,0.591,0.583,1.707,3.939,4.718,1.243,1.579,1.591,28.374,137.449,0.398,10.786,45.037,0.469,1.148,5.535,0,0.008,0,-0.051,3.786,0.258,,LVS,51783410
161844,90505,2010-12-31,2011-06-30,2011-10-31,229.992,0.24,14.312,31.093,35.84,36.68,36.68,4.09,14.816,0.278,0.148,0.334,0.237,0.47,0.198,0.282,0.135,0.198,0.121,0.087,0.167,0.109,0.18,0.115,0.101,0.187,0.369,0.519,0.565,0.56,0.045,0.042,0.255,0.008,0.191,0.48,3.61,0.082,0.206,0.745,1.094,0.904,0.148,0.301,0.778,1.383,0.591,0.583,1.707,3.939,4.718,1.243,1.579,1.591,28.374,137.449,0.398,10.786,45.037,0.469,1.148,5.535,0,0.008,0,-0.051,4.637,0.315,,LVS,51783410
161844,90505,2010-12-31,2011-09-30,2011-11-30,171.424,0.273,13.532,27.316,30.934,30.934,30.934,3.854,13.208,0.253,0.163,0.343,0.25,0.48,0.217,0.295,0.145,0.216,0.133,0.087,0.185,0.12,0.199,0.127,0.111,0.198,0.384,0.503,0.547,0.545,0.045,0.042,0.287,0.007,0.197,0.466,3.285,0.08,0.207,0.742,1.188,1.01,0.148,0.436,0.77,1.289,0.578,0.568,1.612,4.462,5.305,1.391,1.773,1.786,31.821,136.889,0.413,9.863,46.543,0.486,1.153,4.403,0,0.008,0,-0.054,4.47,0.029,,LVS,51783410
161844,90505,2010-12-31,2011-09-30,2011-12-31,156.818,0.273,13.532,24.988,28.298,28.298,28.298,3.525,12.082,0.253,0.163,0.343,0.25,0.48,0.217,0.295,0.145,0.216,0.133,0.087,0.185,0.12,0.199,0.127,0.111,0.198,0.384,0.503,0.547,0.545,0.045,0.042,0.287,0.007,0.197,0.466,3.285,0.08,0.207,0.742,1.188,1.01,0.148,0.436,0.77,1.289,0.578,0.568,1.612,4.462,5.305,1.391,1.773,1.786,31.821,136.889,0.413,9.863,46.543,0.486,1.153,4.403,0,0.008,0,-0.054,4.089,0.027,,LVS,51783410
161844,90505,2010-12-31,2011-09-30,2012-01-31,180.232,0.273,13.532,28.719,32.523,32.523,32.523,4.052,13.886,0.253,0.163,0.343,0.25,0.48,0.217,0.295,0.145,0.216,0.133,0.087,0.185,0.12,0.199,0.127,0.111,0.198,0.384,0.503,0.547,0.545,0.045,0.042,0.287,0.007,0.197,0.466,3.285,0.08,0.207,0.742,1.188,1.01,0.148,0.436,0.77,1.289,0.578,0.568,1.612,4.462,5.305,1.391,1.773,1.786,31.821,136.889,0.413,9.863,46.543,0.486,1.153,4.403,0,0.008,0,-0.054,4.7,0.031,,LVS,51783410
161844,90505,2011-12-31,2011-12-31,2012-02-29,115.878,0.257,12.775,31.597,35.196,35.647,35.647,4.33,15.304,0.054,0.166,0.344,0.255,0.477,0.223,0.294,0.15,0.214,0.139,0.101,0.177,0.128,0.208,0.131,0.115,0.202,0.413,0.504,0.528,0.55,0.043,0.041,0.305,0.006,0.248,0.451,3.099,0.045,0.195,0.748,1.296,1.066,0.208,0.433,0.78,1.189,0.576,0.564,1.631,4.804,5.853,1.564,2.146,2.16,34.253,146.399,0.435,9.165,45.267,0.495,1.199,3.247,0,0.005,0,-0.051,5.058,0.934,,LVS,51783410
161844,90505,2011-12-31,2011-12-31,2012-03-31,120.182,0.257,12.775,32.71,36.437,36.904,36.904,4.491,15.872,0.054,0.166,0.344,0.255,0.477,0.223,0.294,0.15,0.214,0.139,0.101,0.177,0.128,0.208,0.131,0.115,0.202,0.413,0.504,0.528,0.55,0.043,0.041,0.305,0.006,0.248,0.451,3.099,0.045,0.195,0.748,1.296,1.066,0.208,0.433,0.78,1.189,0.576,0.564,1.631,4.804,5.853,1.564,2.146,2.16,34.253,146.399,0.435,9.165,45.267,0.495,1.199,3.247,0,0.005,0,-0.051,5.246,0.967,1.74%,LVS,51783410
161844,90505,2011-12-31,2011-12-31,2012-04-30,129.834,0.257,12.775,31.528,35.12,35.571,35.571,4.851,17.147,0.054,0.166,0.344,0.255,0.477,0.223,0.294,0.15,0.214,0.139,0.101,0.177,0.128,0.208,0.131,0.115,0.202,0.413,0.504,0.528,0.55,0.043,0.041,0.305,0.006,0.248,0.451,3.099,0.045,0.195,0.748,1.296,1.066,0.208,0.433,0.78,1.189,0.576,0.564,1.631,4.804,5.853,1.564,2.146,2.16,34.253,146.399,0.435,9.165,45.267,0.495,1.199,3.247,0,0.005,0,-0.051,5.667,0.932,1.80%,LVS,51783410
161844,90505,2011-12-31,2012-03-31,2012-05-31,117.451,0.189,12.744,21.579,23.682,24.434,24.434,3.776,13.049,0.434,0.176,0.348,0.265,0.48,0.231,0.297,0.161,0.236,0.154,0.101,0.209,0.133,0.225,0.143,0.126,0.218,0.414,0.49,0.522,0.532,0.042,0.04,0.315,0.007,0.234,0.447,2.831,0.062,0.201,0.744,1.393,1.157,0.208,0.459,0.761,1.161,0.563,0.55,1.525,5.507,6.786,1.566,2.091,2.105,40.32,145.127,0.453,8.132,51.624,0.529,1.227,3.619,0,0.005,0,-0.052,4.238,,2.17%,LVS,51783410
161844,90505,2011-12-31,2012-03-31,2012-06-30,110.609,0.189,12.744,20.322,22.303,23.011,23.011,3.556,12.289,0.434,0.176,0.348,0.265,0.48,0.231,0.297,0.161,0.236,0.154,0.101,0.209,0.133,0.225,0.143,0.126,0.218,0.414,0.49,0.522,0.532,0.042,0.04,0.315,0.007,0.234,0.447,2.831,0.062,0.201,0.744,1.393,1.157,0.208,0.459,0.761,1.161,0.563,0.55,1.525,5.507,6.786,1.566,2.091,2.105,40.32,145.127,0.453,8.132,51.624,0.529,1.227,3.619,0,0.005,0,-0.052,3.991,,2.30%,LVS,51783410
161844,90505,2011-12-31,2012-03-31,2012-07-31,92.628,0.189,12.744,17.019,18.677,19.27,19.27,2.978,10.291,0.434,0.176,0.348,0.265,0.48,0.231,0.297,0.161,0.236,0.154,0.101,0.209,0.133,0.225,0.143,0.126,0.218,0.414,0.49,0.522,0.532,0.042,0.04,0.315,0.007,0.234,0.447,2.831,0.062,0.201,0.744,1.393,1.157,0.208,0.459,0.761,1.161,0.563,0.55,1.525,5.507,6.786,1.566,2.091,2.105,40.32,145.127,0.453,8.132,51.624,0.529,1.227,3.619,0,0.005,0,-0.052,3.342,,2.75%,LVS,51783410
161844,90505,2011-12-31,2012-06-30,2012-08-31,90.217,0.251,13.392,20.882,22.311,24.503,24.503,3.387,11.631,0.701,0.155,0.33,0.247,0.471,0.205,0.271,0.153,0.2,0.143,0.101,0.18,0.118,0.195,0.133,0.117,0.217,0.428,0.486,0.506,0.527,0.039,0.038,0.313,0.007,0.256,0.436,2.866,0.038,0.192,0.752,1.421,1.253,0.208,0.492,0.755,1.115,0.557,0.539,1.481,5.357,6.94,1.633,2.25,2.265,44.114,146.334,0.46,7.433,48.814,0.534,1.223,3.4,0,0.005,0,-0.063,3.883,,2.36%,LVS,51783410
161844,90505,2011-12-31,2012-06-30,2012-09-30,98.688,0.251,13.392,22.842,24.405,26.803,26.803,3.705,12.723,0.701,0.155,0.33,0.247,0.471,0.205,0.271,0.153,0.2,0.143,0.101,0.18,0.118,0.195,0.133,0.117,0.217,0.428,0.486,0.506,0.527,0.039,0.038,0.313,0.007,0.256,0.436,2.866,0.038,0.192,0.752,1.421,1.253,0.208,0.492,0.755,1.115,0.557,0.539,1.481,5.357,6.94,1.633,2.25,2.265,44.114,146.334,0.46,7.433,48.814,0.534,1.223,3.4,0,0.005,0,-0.063,4.248,,2.16%,LVS,51783410
161844,90505,2011-12-31,2012-06-30,2012-10-31,98.837,0.251,13.392,22.877,24.442,26.844,26.844,3.711,12.742,0.701,0.155,0.33,0.247,0.471,0.205,0.271,0.153,0.2,0.143,0.101,0.18,0.118,0.195,0.133,0.117,0.217,0.428,0.486,0.506,0.527,0.039,0.038,0.313,0.007,0.256,0.436,2.866,0.038,0.192,0.752,1.421,1.253,0.208,0.492,0.755,1.115,0.557,0.539,1.481,5.357,6.94,1.633,2.25,2.265,44.114,146.334,0.46,7.433,48.814,0.534,1.223,3.4,0,0.005,0,-0.063,4.254,,2.15%,LVS,51783410
161844,90505,2011-12-31,2012-09-30,2012-11-30,84.729,0.242,14.377,23.68,24.814,27.281,27.281,3.624,13.218,0.798,0.144,0.314,0.231,0.459,0.192,0.261,0.149,0.181,0.136,0.101,0.171,0.111,0.181,0.125,0.112,0.215,0.443,0.482,0.496,0.521,0.035,0.034,0.303,0.007,0.279,0.427,2.911,0.029,0.194,0.749,1.364,1.191,0.208,0.489,0.75,1.068,0.554,0.532,1.454,5.569,7.34,1.562,2.232,2.248,47.442,145.054,0.467,6.914,46.486,0.543,1.227,3.48,0,0.005,0,-0.061,4.164,,2.14%,LVS,51783410
161844,90505,2011-12-31,2012-09-30,2012-12-31,83.839,0.242,14.377,23.431,24.553,26.994,26.994,3.586,13.079,0.798,0.144,0.314,0.231,0.459,0.192,0.261,0.149,0.181,0.136,0.101,0.171,0.111,0.181,0.125,0.112,0.215,0.443,0.482,0.496,0.521,0.035,0.034,0.303,0.007,0.279,0.427,2.911,0.029,0.194,0.749,1.364,1.191,0.208,0.489,0.75,1.068,0.554,0.532,1.454,5.569,7.34,1.562,2.232,2.248,47.442,145.054,0.467,6.914,46.486,0.543,1.227,3.48,0,0.005,0,-0.061,4.121,,2.17%,LVS,51783410
161844,90505,2011-12-31,2012-09-30,2013-01-31,100.349,0.242,14.377,28.046,29.388,32.31,32.31,4.293,15.655,0.798,0.144,0.314,0.231,0.459,0.192,0.261,0.149,0.181,0.136,0.101,0.171,0.111,0.181,0.125,0.112,0.215,0.443,0.482,0.496,0.521,0.035,0.034,0.303,0.007,0.279,0.427,2.911,0.029,0.194,0.749,1.364,1.191,0.208,0.489,0.75,1.068,0.554,0.532,1.454,5.569,7.34,1.562,2.232,2.248,47.442,145.054,0.467,6.914,46.486,0.543,1.227,3.48,0,0.005,0,-0.061,4.932,,1.81%,LVS,51783410
161844,90505,2012-12-31,2012-12-31,2013-02-28,66.97,0.19,14.244,25.24,25.874,27.832,27.832,3.809,13.866,2.028,0.137,0.305,0.221,0.455,0.185,0.257,0.153,0.199,0.14,0.088,0.204,0.114,0.204,0.128,0.113,0.228,0.376,0.539,0.544,0.589,0.031,0.03,0.186,0.01,0.406,0.462,3.018,0.01,0.194,0.75,1.292,1.166,0.226,0.526,0.784,1.398,0.609,0.594,1.912,5.95,7.98,0.96,1.69,1.707,47.784,153.923,0.501,7.054,57.722,0.592,1.576,6.002,0,0.009,0,-0.069,5.85,1.341,1.94%,LVS,51783410
